Correct !!! 1     th article is classified as Business   ,actually is  Business  
Correct !!! 454   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 455   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 456   th article is classified as Sports     ,actually is  Sports    
Correct !!! 457   th article is classified as Business   ,actually is  Business  
Correct !!! 458   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 459   th article is classified as Sports     ,actually is  Sports    
Correct !!! 460   th article is classified as Business   ,actually is  Business  
Correct !!! 461   th article is classified as Sports     ,actually is  Sports    
Correct !!! 462   th article is classified as Sports     ,actually is  Sports    
Correct !!! 463   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 464   th article is classified as Sports     ,actually is  Sports    
Correct !!! 465   th article is classified as World      ,actually is  World     
Correct !!! 466   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 467   th article is classified as Business   ,actually is  Business  
Wrong   !!! 468   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 469   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 470   th article is classified as Sports     ,actually is  Sports    
Correct !!! 471   th article is classified as World      ,actually is  World     
Correct !!! 472   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 473   th article is classified as World      ,actually is  World     
Correct !!! 474   th article is classified as Business   ,actually is  Business  
Correct !!! 475   th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 476   th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 477   th article is classified as Sports     ,actually is  Sports    
Correct !!! 478   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 479   th article is classified as World      ,actually is  World     
Correct !!! 480   th article is classified as Business   ,actually is  Business  
Wrong   !!! 481   th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 482   th article is classified as Business   ,actually is  Business  
Correct !!! 483   th article is classified as Business   ,actually is  Business  
Correct !!! 484   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 485   th article is classified as Business   ,actually is  Business  
Correct !!! 486   th article is classified as Business   ,actually is  Business  
Correct !!! 487   th article is classified as Sports     ,actually is  Sports    
Correct !!! 488   th article is classified as Business   ,actually is  Business  
Correct !!! 489   th article is classified as Business   ,actually is  Business  
Correct !!! 490   th article is classified as Sports     ,actually is  Sports    
Correct !!! 491   th article is classified as Sports     ,actually is  Sports    
Correct !!! 492   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 493   th article is classified as Sports     ,actually is  Sports    
Correct !!! 494   th article is classified as Business   ,actually is  Business  
Correct !!! 495   th article is classified as Business   ,actually is  Business  
Correct !!! 496   th article is classified as Sports     ,actually is  Sports    
Correct !!! 497   th article is classified as Business   ,actually is  Business  
Correct !!! 498   th article is classified as World      ,actually is  World     
Wrong   !!! 499   th article is classified as Sci/Tech   ,actually is  Sports    
Correct !!! 500   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 501   th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 502   th article is classified as Sports     ,actually is  Sports    
Correct !!! 503   th article is classified as Sports     ,actually is  Sports    
Correct !!! 504   th article is classified as World      ,actually is  World     
Correct !!! 505   th article is classified as World      ,actually is  World     
Correct !!! 506   th article is classified as World      ,actually is  World     
Correct !!! 507   th article is classified as World      ,actually is  World     
Correct !!! 508   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 509   th article is classified as Business   ,actually is  Business  
Correct !!! 510   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 511   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 512   th article is classified as World      ,actually is  World     
Correct !!! 513   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 514   th article is classified as World      ,actually is  World     
Correct !!! 515   th article is classified as World      ,actually is  World     
Wrong   !!! 516   th article is classified as Sci/Tech   ,actually is  Sports    
Correct !!! 517   th article is classified as World      ,actually is  World     
Correct !!! 518   th article is classified as Business   ,actually is  Business  
Correct !!! 519   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 520   th article is classified as Sports     ,actually is  Sports    
Correct !!! 521   th article is classified as Business   ,actually is  Business  
Correct !!! 522   th article is classified as World      ,actually is  World     
Correct !!! 523   th article is classified as Business   ,actually is  Business  
Correct !!! 524   th article is classified as World      ,actually is  World     
Correct !!! 525   th article is classified as World      ,actually is  World     
Correct !!! 526   th article is classified as World      ,actually is  World     
Correct !!! 527   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 528   th article is classified as World      ,actually is  World     
Correct !!! 529   th article is classified as World      ,actually is  World     
Correct !!! 530   th article is classified as World      ,actually is  World     
Correct !!! 531   th article is classified as Sports     ,actually is  Sports    
Correct !!! 532   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 533   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 534   th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 535   th article is classified as Business   ,actually is  Business  
Correct !!! 536   th article is classified as Business   ,actually is  Business  
Correct !!! 537   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 538   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 539   th article is classified as Sports     ,actually is  Sports    
Correct !!! 540   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 541   th article is classified as Sports     ,actually is  Sports    
Correct !!! 542   th article is classified as World      ,actually is  World     
Correct !!! 543   th article is classified as World      ,actually is  World     
Correct !!! 544   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 545   th article is classified as Sports     ,actually is  Sports    
Correct !!! 546   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 547   th article is classified as Business   ,actually is  Business  
Correct !!! 548   th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 549   th article is classified as Sports     ,actually is  Sci/Tech  
